ResponseId,Age,Ethnicity,Honesty_YT_Aby_1,Trustworthy_YT_Aby_1,Informed_YT_Aby_1,Harm_YT_Aby,NicotineCool_YT_Aby_1,NicoAttra_YT_Aby_1,VapeFriends_YT_Aby,VapeMonths_YT_Aby,VapeInt_YT_Aby,Honesty_YT_Anna_1,Trustworthy_YT_Anna_1,Informed_YT_Anna_1,Harm_YT_Anna,NicotineCool_YT_Anna_1,NicoAttra_YT_Ann_1,VapeFriends_YT_Anna,VapeMonths_YT_Anna,VapeInt_YT_Anna,Honesty_YT_Cham_1,Trustworthy_YT_Cham_1,Informed_YT_Cham_1,Harm_YT_Cham,NicotineCool_YT_Cham_1,NicoAttra_YT_Cham_1,VapeFriends_YT_Cham,VapeMonths_YT_Cham,VapeInt_YT_Cham,Honesty_YT_Fab_1,Trustworthy_YT_Fab_1,Informed_YT_Fab_1,Harm_YT_Fab,NicotineCool_YT_Fab_1,NicoAttra_YT_Fab_1,VapeFriends_YT_Fab,VapeMonths_YT_Fab,VapeInt_YT_Fab,Honesty_YT_Mae_1,Trustworthy_YT_Mae_1,Informed_YT_Mae_1,Harm_YT_Mae,NicotineCool_YT_Mae_1,NicoAttra_YT_Mae_1,VapeFriends_YT_Mae,VapeMonths_YT_Mae,VapeInt_YT_Mae,Honesty_YT_Zanx_1,Trustworthy_YT_Zanx_1,Informed_YT_Zanx_1,Harm_YT_Zanx,NicotineCool_YT_Zanx_1,NicoAttra_YT_Zanx_1,VapeFriends_YT_Zanx,VapeMonths_YT_Zanx,VapeInt_YT_Zanx,Honesty_OT_Aby_1,Trustworthy_OT_Aby_1,Informed_OT_Aby_1,Harm_OT_Aby,NicotineCool_OT_Aby_1,NicoAttra_OT_Aby_1,VapeFriends_OT_Aby,VapeMonths_OT_Aby,VapeInt_OT_Aby,Honesty_OT_Anna_1,Trustworthy_OT_Anna_1,Informed_OT_Anna_1,Harm_OT_Anna,NicotineCool_OT_Anna_1,NicoAttra_OT_Anna_1,VapeFriends_OT_Anna,VapeMonths_OT_Anna,VapeInt_OT_Anna,Honesty_OT_Cham_1,Trustworthy_OT_Cham_1,Informed_OT_Cham_1,Harm_OT_Cham,NicotineCool_OT_Cham_1,NicoAttra_OT_Cham_1,VapeFriends_OT_Cham,VapeMonths_OT_Cham,VapeInt_OT_Cham,Honesty_OT_Fab_1,Trustworthy_OT_Fab_1,Informed_OT_Fab_1,Harm_OT_Fab,NicotineCool_OT_Fab_1,NicoAttra_OT_Fab_1,VapeFriends_OT_Fab,VapeMonths_OT_Fab,VapeInt_OT_Fab,Honesty_OT_Mae_1,Trustworthy_OT_Mae_1,Informed_OT_Mae_1,Harm_OT_Mae,NicotineCool_OT_Mae_1,NicoAttra_OT_Mae_1,VapeFriends_OT_Mae,VapeMonths_OT_Mae,VapeInt_OT_Mae,Honesty_OT_Zanx_1,Trustworthy_OT_Zanx_1,Informed_OT_Zanx_1,Harm_OT_Zanx,NicotineCool_OT_Zanx_1,NicoAttra_OT_Zanx_1,VapeFriends_OT_Zanx,VapeMonths_OT_Zanx,VapeInt_OT_Zanx,Honesty_YC_Aby_1,Trustworthy_YC_Aby_1,Informed_YC_Aby_1,Harm_YC_Aby,NicotineCool_YC_Aby_1,NicoAttra_YC_Aby_1,VapeFriends_YC_Aby,VapeMonths_YC_Aby,VapeInt_YC_Aby,Honesty_YC_Anna_1,Trustworthy_YC_Anna_1,Informed_YC_Anna_1,Harm_YC_Anna,NicotineCool_YC_Anna_1,NicoAttra_YC_Anna_1,VapeFriends_YC_Anna,VapeMonths_YC_Anna,VapeInt_YC_Anna,Honesty_YC_Cham_1,Trustworthy_YC_Cham_1,Informed_YC_Cham_1,Harm_YC_Cham,NicotineCool_YC_Cham_1,NicoAttra_YC_Cham_1,VapeFriends_YC_Cham,VapeMonths_YC_Cham,VapeInt_YC_Cham,Honesty_YC_Fab_1,Trustworthy_YC_Fab_1,Informed_YC_Fab_1,Harm_YC_Fab,NicotineCool_YC_Fab_1,NicoAttra_YC_Fab_1,VapeFriends_YC_Fab,VapeMonths_YC_Fab,VapeInt_YC_Fab,Honesty_YC_Mae_1,Trustworthy_YC_Mae_1,Informed_YC_Mae_1,Harm_YC_Mae,NicotineCool_YC_Mae_1,NicoAttra_YC_Mae_1,VapeFriends_YC_Mae,VapeMonths_YC_Mae,VapeInt_YC_Mae,Honesty_YC_Zanx_1,Trustworthy_YC_Zanx_1,Informed_YC_Zanx_1,Harm_YC_Zanx,NicotineCool_YC_Zanx_1,NicoAttra_YC_Zanx_1,VapeFriends_YC_Zanx,VapeMonths_YC_Zanx,VapeInt_YC_Zanx,Honesty_OC_Aby_1,Trustworthy_OC_Aby_1,Informed_OC_Aby_1,Harm_OC_Aby,NicotineCool_OC_Aby_1,NicoAttra_OC_Aby_1,VapeFriends_OC_Aby,VapeMonths_OC_Aby,VapeInt_OC_Aby,Honesty_OC_Anna_1,Trustworthy_OC_Anna_1,Informed_OC_Anna_1,Harm_OC_Anna,NicotineCool_OC_Anna_1,NicoAttra_OC_Anna_1,VapeFriends_OC_Anna,VapeMonths_OC_Anna,VapeInt_OC_Anna,Honesty_OC_Cham_1,Trustworthy_OC_Cham_1,Informed_OC_Cham_1,Harm_OC_Cham,NicotineCool_OC_Cham_1,NicoAttra_OC_Cham_1,VapeFriends_OC_Cham,VapeMonths_OC_Cham,VapeInt_OC_Cham,Q274_First.Click,Q274_Last.Click,Q274_Page.Submit,Q274_Click.Count,Honesty_OC_Fab_1,Trustworthy_OC_Fab_1,Informed_OC_Fab_1,Harm_OC_Fab,NicotineCool_OC_Fab_1,NicoAttra_OC_Fab_1,VapeFriends_OC_Fab,VapeMonths_OC_Fab,VapeInt_OC_Fab,Q285_First.Click,Q285_Last.Click,Q285_Page.Submit,Q285_Click.Count,Honesty_OC_Mae_1,Trustworthy_OC_Mae_1,Informed_OC_Mae_1,Harm_OC_Mae,NicotineCool_OC_Mae_1,NicoAttra_OC_Mae_1,VapeFriends_OC_Mae,VapeMonths_OC_Mae,VapeInt_OC_Mae,Honesty_OC_Zanx_1,Trustworthy_OC_Zanx_1,Informed_OC_Zanx_1,Harm_OC_Zanx,NicotineCool_OC_Zanx_1,NicoAttra_OC_Zanx_1,VapeFriends_OC_Zanx,VapeMonths_OC_Zanx,VapeInt_OC_Zanx,ControlQuestion_fitness,ControlQuestion_nofitness,ControlQuestionAge,Condition,white,asian,black,multi,other,sm_exposure,infl_expos,nic_30dayuse,ecig_30dayuse,harmvape_pretest,appeal_cool_pretest,suscept_pretest,sm_freq_use,sub_30dayuse,cigcan_30dayuse
R_6eUSgABQlzcXG0C,14,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,4,5,2,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,0,0,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,0,0,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,9.928,9.928,10.501,1,0,0,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,8.828,8.828,10.897,1,0,3,6,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,0,0,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,,People vaping,14,Old Control,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0
R_5Xiw76Mg1ra7M6l,16,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,9,7,9,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,20,0,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,10,9,10,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,29,13,9,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,30,20,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,22,17,19,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,People vaping,16,Old Treat,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0
R_3OvI5N2L59Coml1,17,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,15,28,34,Extremely harmful,1,2,Definitely not,Definitely not,Definitely not,29,40,33,Extremely harmful,2,4,Definitely not,Definitely not,Definitely not,45,39,33,Extremely harmful,2,4,Definitely not,Definitely not,Definitely not,25,46,65,Extremely harmful,2,3,Definitely not,Definitely not,Definitely not,15,43,38,Extremely harmful,1,2,Definitely not,Probably not,Probably not,39,48,27,Not at all harmful,2,4,Definitely not,Definitely not,Definitely not,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,,17,Old Treat,1,0,0,0,0,0,1,0,0,1,1,1,3,0,0
R_7zdN8UfKzcut7zr,15,No,NA,NA,NA,Slightly harmful,NA,NA,Definitely yes,Definitely yes,I prefer not to answer,NA,NA,NA,Not at all harmful,NA,NA,Definitely yes,Definitely yes,Definitely yes,NA,NA,NA,Not at all harmful,NA,NA,Definitely yes,Definitely yes,Definitely yes,NA,NA,NA,Not at all harmful,NA,NA,Definitely yes,Definitely yes,Definitely yes,NA,NA,NA,Not at all harmful,NA,NA,Definitely yes,Definitely yes,Definitely yes,NA,NA,NA,Slightly harmful,NA,NA,Definitely yes,Definitely yes,Definitely yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,People vaping,15,Young Treat,0,0,1,0,0,1,0,1,1,3,3,1,1,1,1
R_7ZBr5bNoNd4NqPW,17,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,100,0,6,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,100,0,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,0,0,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,0,0,11.465,0,100,0,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,0,0,11.46,0,100,0,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,0,0,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,,People vaping,17,Old Control,0,1,0,0,0,1,0,0,0,1,1,1,3,0,0
R_7uJRZnZSGNcUsnb,16,Yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,0,3,1,Very harmful,0,0,Definitely not,Definitely not,Definitely not,65,65,30,Somewhat harmful,3,2,Probably not,Probably not,Probably not,16,28,22,Somewhat harmful,1,1,Probably not,Probably not,Probably not,0,0,0,Very harmful,0,0,Probably not,Probably not,Probably not,50,51,31,Somewhat harmful,2,3,Probably not,Probably not,Probably not,0,0,0,Very harmful,0,0,Probably not,Probably not,Probably not,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,,People vaping,16,Young Control,0,0,0,0,1,0,1,0,0,3,3,1,1,0,0
R_3e2MuWCpekv9x2k,16,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,91,87,89,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,12,17,11,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,73,16,80,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,1.185,2.208,10.8,2,20,17,17,Extremely harmful,0,3,Definitely not,Definitely not,Definitely not,1.201,13.921,21.681,4,56,36,76,Extremely harmful,0,3,Definitely not,Definitely not,Definitely not,11,14,13,Extremely harmful,7,2,Definitely not,Definitely not,Definitely not,,People vaping,16,Old Control,0,1,0,0,0,0,0,0,0,1,1,1,3,0,0
R_7rvyF4kpnIgdPdY,17,Yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,40,40,10,Very harmful,1,1,Probably not,Definitely not,Definitely not,8,8,4,Very harmful,1,1,Definitely not,Definitely not,Definitely not,20,20,6,Very harmful,1,1,Definitely not,Definitely not,Definitely not,20,20,5,Very harmful,1,1,Definitely not,Definitely not,Definitely not,10,10,4,Very harmful,1,1,Definitely not,Definitely not,Definitely not,14,13,3,Very harmful,1,1,Definitely not,Definitely not,Definitely not,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,People vaping,17,Old Treat,0,0,0,0,1,0,0,0,0,2,2,1,1,0,0
R_3PTSWCXdewrKOv7,17,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,4,4,4,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,3,9,6,Very harmful,0,0,Probably not,Definitely not,Definitely not,17,44,16,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,5,8,7,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,7,4,4,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,6,3,4,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,,People vaping,17,Young Control,0,1,1,0,0,1,0,0,0,2,2,1,1,0,0
R_6OrxtuZZ888bfYX,16,Yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,13,9,10,Extremely harmful,1,1,Probably not,Probably not,Probably yes,12,12,11,Extremely harmful,1,1,Probably not,Probably not,Probably yes,9,12,15,Extremely harmful,1,1,Probably not,Probably not,Probably yes,10,8,9,Extremely harmful,1,1,Probably not,Probably not,Probably yes,9,8,9,Extremely harmful,1,1,Probably not,Probably not,Probably yes,11,8,10,Extremely harmful,1,1,Probably not,Probably not,Probably yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,People vaping,16,Old Treat,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0
R_5ffl7x9DkTR1BCo,14,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,3,7,5,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,5,3,4,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,2,3,2,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,2,2,5,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,1,1,3,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,2,3,3,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,,People vaping,14,Young Control,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0
R_78Vo2qt2Ka9OPLz,17,No,7,7,8,Very harmful,1,0,Definitely not,Definitely not,Definitely not,0,7,7,Very harmful,0,1,Definitely not,Definitely not,Definitely not,8,9,9,Very harmful,1,1,Definitely not,Definitely not,Definitely not,9,9,7,Very harmful,0,1,Definitely not,Definitely not,Definitely not,5,10,9,Very harmful,0,1,Definitely not,Definitely not,Definitely not,0,0,0,Very harmful,0,0,Definitely not,Definitely not,Definitely not,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,People vaping,17,Young Treat,0,0,0,0,1,0,1,0,0,2,2,1,1,0,0
R_7B6KbfULaobzATn,16,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,0,0,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,0,1,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,0,0,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,1.617,14.265,15.285,2,0,0,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,1.052,1.052,13.325,1,0,0,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,0,0,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,,People vaping,16,Old Control,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
R_1n29u8dMSU6WgRC,14,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,20,20,20,Extremely harmful,1,1,Definitely not,Definitely not,Definitely not,18,10,10,Extremely harmful,1,1,Definitely not,Definitely not,Definitely not,21,20,24,Very harmful,1,0,Definitely not,Definitely not,Definitely not,2.801,18.349,19.051,3,22,9,37,Very harmful,0,0,Probably not,Definitely not,Definitely not,1.351,12.075,13.281,2,17,20,16,Very harmful,0,1,Definitely not,Definitely not,Definitely not,NA,26,22,Extremely harmful,1,1,Definitely not,Definitely not,Definitely not,,People vaping,14,Old Control,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0
R_1OZIO90QaKVzlu9,15,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,25,43,4,Not at all harmful,1,2,Definitely not,Definitely not,Definitely not,48,30,11,Not at all harmful,6,7,Definitely not,Definitely not,Definitely not,15,10,26,Not at all harmful,6,4,Definitely not,Definitely not,Definitely not,4,5,5,Slightly harmful,5,3,Definitely not,Definitely not,Definitely not,56,29,11,Not at all harmful,6,7,Definitely not,Definitely not,Definitely not,6,6,6,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,People vaping,15,Old Treat,1,0,0,0,0,0,1,0,0,2,2,1,3,0,0
R_1QEdYqvrPZVBb1s,14,Yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,60,59,15,Very harmful,0,0,Definitely not,Definitely not,Definitely not,14,4,8,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,45,20,16,Very harmful,0,0,Definitely not,Definitely not,Definitely not,3.001,12.381,13.308,2,33,8,11,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,1.392,9.752,11.295,4,17,16,8,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,16,21,20,Very harmful,0,0,Definitely not,Definitely not,Definitely not,,People vaping,14,Old Control,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0
